candidate,selected,pixel_nll,pixel_rmse,u_bias_px,v_bias_px
C0,1,4.123547954062358,2.6330398764500886,0.966357379198728,-1.4761546609435106
C1,0,8.87686350828089,4.3404005212202,0.7053454573812442,2.067590713502517
