cell_id,snr_db,path_count,range_rmse_m,azimuth_rmse_deg,elevation_rmse_deg,range_bias_m,azimuth_bias_deg,elevation_bias_deg,cov_00,cov_01,cov_02,cov_10,cov_11,cov_12,cov_20,cov_21,cov_22
0,-15.0,1,108.16219972539207,41.6374831131758,54.08907872125721,74.29061928289228,-1.4000000000000004,-36.330573033113005,6211.020438190912,0.18670111517037263,-23.441379135885388,0.18670111517037263,0.5301628926563207,0.014990621220312682,-23.441379135885388,0.014990621220312682,0.49158758151088616
0,-10.0,1,81.10926500205561,32.44693745178426,39.540332669413075,41.85611928289241,-0.7024999999999998,-20.075573033113024,4851.033314321574,-2.471265472982368,-31.093730467858343,-2.471265472982368,0.32216284549371627,-0.02989187396569727,-31.093730467858343,-0.02989187396569727,0.3552571650724274
0,-5.0,1,20.784798274388123,11.5722728968859,11.449939793792847,3.1776192828925316,0.8900000000000001,-1.6330730331130268,424.0307286432132,0.2547908822450346,-3.3006318349533266,0.2547908822450346,0.040756096337762324,-0.012546694030253571,-3.3006318349533266,-0.012546694030253571,0.03931989217337812
0,0.0,1,1.3183704442560849,0.868907359849135,0.9145548080043199,-0.08638071710745698,-0.06499999999999964,-0.05307303311302684,1.7393356783919465,-0.0008110080197583688,0.00099084709670382,-0.0008110080197583688,0.00022984838526669748,1.804360721475302e-05,0.00099084709670382,1.804360721475302e-05,0.000255203193241535
0,5.0,1,0.7383757708989609,0.5454356057317806,0.5044745762036171,0.03161928289254263,-0.00999999999999976,0.004426966886973146,0.5469336683417046,-0.00031152811573285124,0.00020075671647311566,-0.00031152811573285124,9.10484629593622e-05,-1.316437090535495e-06,0.00020075671647311566,-1.316437090535495e-06,7.790705316605292e-05
0,10.0,1,0.43730145947474053,0.33354160160315455,0.28593517423297937,-0.015380717107457116,-0.002499999999999972,-0.008073033113026871,0.19195577889447077,7.025169501745911e-05,1.5523782794120296e-05,7.025169501745911e-05,3.40570694395948e-05,2.2444487023229024e-06,1.5523782794120296e-05,2.2444487023229024e-06,2.501039129417132e-05
1,-15.0,1,68.07408168557876,43.32343476687877,62.05716027867827,6.82968371045711,6.39,-47.56619543440032,4610.48846005022,1.2173668901510775,-4.607693146800364,1.2173668901510775,0.5621149332659251,-0.02709937030684277,-4.607693146800364,-0.02709937030684277,0.48633110752458425
1,-10.0,1,50.50034375970062,30.097902750856242,44.84335155252495,-2.78731628954286,-0.6474999999999996,-23.40619543440032,2555.292047989932,-0.5701068229059013,2.4377048525337246,-0.5701068229059013,0.27720628924080737,0.03755026396072176,2.4377048525337246,0.03755026396072176,0.4479180855190789
1,-5.0,1,11.66328144144212,6.3407412815852995,9.152079190482123,1.2356837104571259,-0.6049999999999996,-0.8411954344003049,135.18112537688356,-0.2570317885291091,-0.47886478092610407,-0.2570317885291091,0.012196628916027349,0.011358031701392149,-0.47886478092610407,0.011358031701392149,0.025426505960618812
1,0.0,1,1.4255726287084491,1.0931605554537702,1.056222546218067,0.0036837104571301894,-0.03500000000000037,0.041304565599695454,2.0424560301507397,0.0006106459757291557,0.002556600386715298,0.0006106459757291557,0.00036547202040791655,1.275107088855907e-05,0.002556600386715298,1.275107088855907e-05,0.000341018436080818
