cell_id,altitude_m,horizontal_distance_m,snr_db,realization,seed,range_error_m,azimuth_error_deg,elevation_error_deg
0,30.0,20.0,-15.0,0,2032290400,71.68261928289229,-41.500000000000014,-87.44057303311303
0,30.0,20.0,-15.0,1,2032290400,141.08261928289204,-51.00000000000001,-21.940573033113026
0,30.0,20.0,-15.0,2,2032290400,160.08261928289198,-90.0,6.559426966886976
0,30.0,20.0,-15.0,3,2032290400,-22.01738071710738,-71.0,-98.44057303311303
0,30.0,20.0,-15.0,4,2032290400,20.982619282892472,-90.0,-36.940573033113026
0,30.0,20.0,-15.0,5,2032290400,121.4826192828921,90.0,-16.940573033113026
0,30.0,20.0,-15.0,6,2032290400,100.2826192828922,4.5,-24.94057303311303
0,30.0,20.0,-15.0,7,2032290400,-1.1173807171074515,-4.999999999999995,-1.4405730331130289
0,30.0,20.0,-15.0,8,2032290400,150.682619282892,-18.99999999999999,-45.440573033113026
0,30.0,20.0,-15.0,9,2032290400,210.7826192828918,-6.500000000000003,-74.44057303311303
0,30.0,20.0,-15.0,10,2032290400,-24.81738071710737,-34.49999999999999,-20.44057303311303
0,30.0,20.0,-15.0,11,2032290400,70.78261928289228,36.0,-80.44057303311303
0,30.0,20.0,-15.0,12,2032290400,95.38261928289222,2.9999999999999916,-78.44057303311303
0,30.0,20.0,-15.0,13,2032290400,138.68261928289206,39.499999999999986,-108.44057303311304
0,30.0,20.0,-15.0,14,2032290400,167.18261928289195,24.000000000000007,3.0594269668869774
0,30.0,20.0,-15.0,15,2032290400,-0.6173807171074515,11.499999999999996,-0.4405730331130275
0,30.0,20.0,-15.0,16,2032290400,34.88261928289242,62.49999999999998,-31.940573033113026
0,30.0,20.0,-15.0,17,2032290400,-5.717380717107439,1.5000000000000084,-1.9405730331130295
0,30.0,20.0,-15.0,18,2032290400,204.88261928289182,-11.499999999999996,-60.940573033113026
0,30.0,20.0,-15.0,19,2032290400,153.882619282892,9.499999999999995,-53.440573033113026
0,30.0,20.0,-15.0,20,2032290400,-2.51738071710745,-1.5000000000000084,-1.4405730331130289
0,30.0,20.0,-15.0,21,2032290400,203.0826192828918,70.00000000000003,-78.44057303311303
0,30.0,20.0,-15.0,22,2032290400,76.78261928289227,-90.0,-25.440573033113026
0,30.0,20.0,-15.0,23,2032290400,-8.11738071710743,90.0,8.55942696688698
0,30.0,20.0,-15.0,24,2032290400,1.8826192828925343,3.500000000000011,-0.4405730331130275
0,30.0,20.0,-15.0,25,2032290400,85.48261928289224,90.0,-110.44057303311304
0,30.0,20.0,-15.0,26,2032290400,17.08261928289248,-29.499999999999996,-70.94057303311303
0,30.0,20.0,-15.0,27,2032290400,93.58261928289221,-6.500000000000003,-70.94057303311303
0,30.0,20.0,-15.0,28,2032290400,-3.317380717107447,-0.49999999999999434,-2.440573033113024
0,30.0,20.0,-15.0,29,2032290400,-0.11738071710745857,0.0,4.059426966886979
0,30.0,20.0,-15.0,30,2032290400,212.68261928289178,23.500000000000014,-40.940573033113026
0,30.0,20.0,-15.0,31,2032290400,-6.617380717107434,-2.4999999999999973,-3.940573033113026
0,30.0,20.0,-15.0,32,2032290400,55.28261928289234,-36.49999999999999,-50.440573033113026
0,30.0,20.0,-15.0,33,2032290400,24.08261928289246,-23.500000000000014,-1.4405730331130289
0,30.0,20.0,-15.0,34,2032290400,144.28261928289203,-38.0,3.0594269668869774
0,30.0,20.0,-15.0,35,2032290400,78.98261928289226,-5.4999999999999885,-78.44057303311303
0,30.0,20.0,-15.0,36,2032290400,119.98261928289213,-20.499999999999996,15.059426966886969
0,30.0,20.0,-15.0,37,2032290400,24.982619282892458,62.000000000000014,-49.940573033113026
0,30.0,20.0,-15.0,38,2032290400,-3.0173807171074465,2.9999999999999916,-4.440573033113027
0,30.0,20.0,-15.0,39,2032290400,1.8826192828925343,-1.5000000000000084,4.059426966886979
0,30.0,20.0,-15.0,40,2032290400,156.58261928289198,6.999999999999997,-57.440573033113026
0,30.0,20.0,-15.0,41,2032290400,50.58261928289237,34.49999999999999,-30.940573033113026
0,30.0,20.0,-15.0,42,2032290400,-5.617380717107437,-5.4999999999999885,6.059426966886969
0,30.0,20.0,-15.0,43,2032290400,101.68261928289218,-0.49999999999999434,-4.440573033113027
0,30.0,20.0,-15.0,44,2032290400,-0.7173807171074529,4.000000000000005,-5.440573033113028
0,30.0,20.0,-15.0,45,2032290400,-14.617380717107405,6.999999999999997,-15.44057303311303
0,30.0,20.0,-15.0,46,2032290400,2.8826192828925343,1.5000000000000084,-3.4405730331130253
0,30.0,20.0,-15.0,47,2032290400,149.98261928289202,45.0,-3.4405730331130253
0,30.0,20.0,-15.0,48,2032290400,-24.81738071710737,-41.500000000000014,-31.440573033113026
0,30.0,20.0,-15.0,49,2032290400,117.38261928289214,-29.499999999999996,-35.940573033113026
0,30.0,20.0,-15.0,50,2032290400,0.6826192828925386,2.4999999999999973,-3.940573033113026
0,30.0,20.0,-15.0,51,2032290400,39.08261928289241,24.500000000000004,-73.44057303311303
0,30.0,20.0,-15.0,52,2032290400,27.582619282892445,-13.999999999999995,-85.44057303311303
0,30.0,20.0,-15.0,53,2032290400,53.48261928289236,-1.5000000000000084,13.05942696688698
0,30.0,20.0,-15.0,54,2032290400,215.18261928289178,58.00000000000001,-66.94057303311303
0,30.0,20.0,-15.0,55,2032290400,190.28261928289186,-42.00000000000001,-85.94057303311304
0,30.0,20.0,-15.0,56,2032290400,18.48261928289248,-24.500000000000004,-98.44057303311303
0,30.0,20.0,-15.0,57,2032290400,2.4826192828925358,9.499999999999995,-2.440573033113024
0,30.0,20.0,-15.0,58,2032290400,7.882619282892513,-6.000000000000009,3.5594269668869716
0,30.0,20.0,-15.0,59,2032290400,20.182619282892475,32.500000000000014,-82.44057303311303
0,30.0,20.0,-15.0,60,2032290400,51.282619282892355,47.0,-41.940573033113026
0,30.0,20.0,-15.0,61,2032290400,-24.81738071710737,0.49999999999999434,-32.940573033113026
0,30.0,20.0,-15.0,62,2032290400,3.1826192828925315,2.9999999999999916,-3.4405730331130253
