family,level,altitude_m,horizontal_distance_m,range_std_m,aoa_std_deg,attitude_std_deg,position_covariance_scale,visual_available,vision_only_rank,pixel_u,pixel_v,peb_rf_m,peb_joint_m,zeb_rf_m,zeb_joint_m,gain_peb,gain_zeb
reference,nominal,30.0,60.0,1.0,1.0,0.2,1.0,1,2,320.0,133.33333333333331,1.9227749143869008,1.188429424653608,1.1749415388356292,0.5874234203737378,0.3819196330463087,0.5000402990638357
rf_quality,paired_log_level_0,30.0,60.0,0.5,0.25,0.2,1.0,1,2,320.0,133.33333333333331,0.7961625712693584,0.7495020140931654,0.4498931294221945,0.4071266597587146,0.0586068208428838,0.09505917487205379
rf_quality,paired_log_level_1,30.0,60.0,1.0,0.5,0.2,1.0,1,2,320.0,133.33333333333331,1.3588644326022004,1.1724676903309166,0.7470077551520625,0.5787811247775142,0.13717096260613537,0.22520064780358773
rf_quality,paired_log_level_2,30.0,60.0,2.0,1.0,0.2,1.0,1,2,320.0,133.33333333333331,2.5878684996335406,2.100562900125226,1.4072979853895324,0.9721451922442347,0.18830384912421955,0.3092115512585274
rf_quality,paired_log_level_3,30.0,60.0,4.0,2.0,0.2,1.0,1,2,320.0,133.33333333333331,5.1087441384563945,4.05284508440168,2.7695407116303397,1.829865997445227,0.20668466171683325,0.33928900566042103
pose_quality,attitude_log_level_0,30.0,60.0,1.0,1.0,0.05,1.0,1,2,320.0,133.33333333333331,1.8958520491371527,1.1443583871342455,1.1573090633060088,0.5513101877639988,0.39638834810180984,0.5236275207340837
pose_quality,attitude_log_level_1,30.0,60.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,133.33333333333331,1.8997565658933533,1.1508154220559692,1.1598673523231773,0.5566605160304818,0.39423005941037365,0.5200653635818712
pose_quality,attitude_log_level_2,30.0,60.0,1.0,1.0,0.158113883,1.0,1,2,320.0,133.33333333333331,1.912051259699135,1.1710000622134915,1.1679204934455234,0.5732511963634959,0.3875686876732841,0.5091693316620147
pose_quality,attitude_log_level_3,30.0,60.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,133.33333333333331,1.9504205172513305,1.2326562051528802,1.193029064511504,0.6228137794648885,0.36800490240431544,0.4779559040165506
pose_quality,attitude_log_level_4,30.0,60.0,1.0,1.0,0.5,1.0,1,2,320.0,133.33333333333331,2.0670728808613483,1.4099969577199036,1.2691644452316606,0.758522935818247,0.31787748232062407,0.40234463810574694
position_sensitivity,position_covariance_x4,30.0,60.0,1.0,1.0,0.2,4.0,1,2,320.0,133.33333333333331,2.0142153239898546,1.3313018055206365,1.224943925117161,0.6819576781616155,0.3390469282680613,0.44327437021544563
reference,nominal,30.0,80.0,1.0,1.0,0.2,1.0,1,2,320.0,94.54545454545453,2.3390500687743616,1.2512255174209566,1.4801422963124895,0.5783678456789734,0.4650710841446049,0.6092484843383817
rf_quality,paired_log_level_0,30.0,80.0,0.5,0.25,0.2,1.0,1,2,320.0,94.54545454545453,0.8992915205025604,0.8229785101266351,0.52024123749305,0.448030773169914,0.0848590347357868,0.13880188481617745
rf_quality,paired_log_level_1,30.0,80.0,1.0,0.5,0.2,1.0,1,2,320.0,94.54545454545453,1.5301017077060317,1.2313847257092279,0.8536144342482779,0.5665220856764632,0.19522687968543484,0.33632555525450786
rf_quality,paired_log_level_2,30.0,80.0,2.0,1.0,0.2,1.0,1,2,320.0,94.54545454545453,2.9105249052762536,2.136718347243113,1.60021380791188,0.8392689548732079,0.2658649498687916,0.475526988503886
rf_quality,paired_log_level_3,30.0,80.0,4.0,2.0,0.2,1.0,1,2,320.0,94.54545454545453,5.743773252616006,4.072110093078435,3.1446447725826148,1.4792439140199058,0.2910391977566682,0.5295990418641018
pose_quality,attitude_log_level_0,30.0,80.0,1.0,1.0,0.05,1.0,1,2,320.0,94.54545454545453,2.3031233546860057,1.1827033686060584,1.455236419481178,0.5112740793024098,0.48647849616925914,0.6486659676338435
pose_quality,attitude_log_level_1,30.0,80.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,94.54545454545453,2.308336749376213,1.192823800790685,1.4588528766297757,0.5214785357357471,0.4832539918133589,0.6425420656944787
pose_quality,attitude_log_level_2,30.0,80.0,1.0,1.0,0.158113883,1.0,1,2,320.0,94.54545454545453,2.3247460096294854,1.2242769623333647,1.4702305754637586,0.5525089072681293,0.4733717329711695,0.6242025458531564
