family,level,altitude_m,horizontal_distance_m,range_std_m,aoa_std_deg,attitude_std_deg,position_covariance_scale,visual_available,vision_only_rank,pixel_u,pixel_v,peb_rf_m,peb_joint_m,zeb_rf_m,zeb_joint_m,gain_peb,gain_zeb
pose_quality,attitude_log_level_3,30.0,80.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,94.54545454545453,2.3758909119599103,1.3188129877832149,1.505644292557656,0.640822037147266,0.444918543547395,0.5743868320593213
pose_quality,attitude_log_level_4,30.0,80.0,1.0,1.0,0.5,1.0,1,2,320.0,94.54545454545453,2.5308323202652905,1.5809877622902044,1.6125219469906589,0.8625051751199365,0.37530916227414074,0.4651203496922496
position_sensitivity,position_covariance_x4,30.0,80.0,1.0,1.0,0.2,4.0,1,2,320.0,94.54545454545453,2.4147785041765935,1.3876473959350557,1.5201385520186013,0.6741730971459309,0.4253521001884914,0.5565054933639487
reference,nominal,30.0,100.0,1.0,1.0,0.2,1.0,1,2,320.0,67.69230769230768,2.784264797679312,1.3240307999168834,1.8139983387867855,0.6105772313668648,0.5244594547830131,0.6634080537387795
rf_quality,paired_log_level_0,30.0,100.0,0.5,0.25,0.2,1.0,1,2,320.0,67.69230769230768,1.0166281988270827,0.9067551618091537,0.6106349622452344,0.5076193830095612,0.10807592898238813,0.16870239276325869
rf_quality,paired_log_level_1,30.0,100.0,1.0,0.5,0.2,1.0,1,2,320.0,67.69230769230768,1.7254716481123538,1.3002923846043997,1.0029752363447986,0.5965987793944798,0.2464133583261686,0.4051709775321077
rf_quality,paired_log_level_2,30.0,100.0,2.0,1.0,0.2,1.0,1,2,320.0,67.69230769230768,3.2790441387081417,2.180150811097375,1.8810359898576012,0.7877251916004556,0.3351261163699072,0.5812280063497943
rf_quality,paired_log_level_3,30.0,100.0,4.0,2.0,0.2,1.0,1,2,320.0,67.69230769230768,6.469284557369759,4.095534544843767,3.6969777760779436,1.27145789962002,0.3669262020360249,0.6560818115144618
pose_quality,attitude_log_level_0,30.0,100.0,1.0,1.0,0.05,1.0,1,2,320.0,67.69230769230768,2.739179753670902,1.2263901575163216,1.7822341150088004,0.5085007601209759,0.5522783213212717,0.7146835223056737
pose_quality,attitude_log_level_1,30.0,100.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,67.69230769230768,2.7457245124904825,1.2409392386508777,1.7868478185740166,0.5244422838455435,0.5480467057034444,0.7064986293773627
pose_quality,attitude_log_level_2,30.0,100.0,1.0,1.0,0.158113883,1.0,1,2,320.0,67.69230769230768,2.766318956177737,1.2858645585133022,1.8013598641429485,0.5719370091955144,0.5351712586714874,0.682497084241615
pose_quality,attitude_log_level_3,30.0,100.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,67.69230769230768,2.8304583238535916,1.4185983993380251,1.846500533600576,0.7012694224972447,0.49880964952465995,0.6202170485541061
pose_quality,attitude_log_level_4,30.0,100.0,1.0,1.0,0.5,1.0,1,2,320.0,67.69230769230768,3.0243460468967123,1.774146585519948,1.982495032698268,1.0062311548623968,0.4133784434686621,0.49244202973216566
position_sensitivity,position_covariance_x4,30.0,100.0,1.0,1.0,0.2,4.0,1,2,320.0,67.69230769230768,2.848180202093298,1.4536359788917383,1.8467782685317744,0.7020003956292518,0.48962640150950615,0.6198783537845309
reference,nominal,30.0,120.0,1.0,1.0,0.2,1.0,1,2,320.0,48.0,3.246534935817598,1.40542189896118,2.1588825832215868,0.664408351658754,0.5671009470879935,0.6922443319417156
rf_quality,paired_log_level_0,30.0,120.0,0.5,0.25,0.2,1.0,1,2,320.0,48.0,1.1438084661769248,0.9982051034855464,0.710155753309176,0.576010341878219,0.1272969793430926,0.18889576097337482
rf_quality,paired_log_level_1,30.0,120.0,1.0,0.5,0.2,1.0,1,2,320.0,48.0,1.9376883298753809,1.3777690179284154,1.1708568975075733,0.6489810691433555,0.28896252473326073,0.44572127428650365
rf_quality,paired_log_level_2,30.0,120.0,2.0,1.0,0.2,1.0,1,2,320.0,48.0,3.679672416056105,2.230518037156313,2.199373682749888,0.7860719089174963,0.393827008234881,0.6425928367321979
rf_quality,paired_log_level_3,30.0,120.0,4.0,2.0,0.2,1.0,1,2,320.0,48.0,7.258195450143232,4.123094501200883,4.324650215231261,1.1532614982384637,0.4319394497540682,0.7333283755119158
pose_quality,attitude_log_level_0,30.0,120.0,1.0,1.0,0.05,1.0,1,2,320.0,48.0,3.1922469516437673,1.2750145979063932,2.1204434916905206,0.5262556898210983,0.6005902371525936,0.7518181022586262
pose_quality,attitude_log_level_1,30.0,120.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,48.0,3.2001294754378256,1.2946236071389436,2.1260274291157386,0.5483220577077558,0.5954464914386566,0.7420907885766014
pose_quality,attitude_log_level_2,30.0,120.0,1.0,1.0,0.158113883,1.0,1,2,320.0,48.0,3.224929409115378,1.3547661489617806,2.1435896634971687,0.6128956640965045,0.5799082779509884,0.7140797632432164
pose_quality,attitude_log_level_3,30.0,120.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,48.0,3.302128145110379,1.5294678523347878,2.1982031126555484,0.782790760104469,0.5368235922038505,0.6438951634643009
pose_quality,attitude_log_level_4,30.0,120.0,1.0,1.0,0.5,1.0,1,2,320.0,48.0,3.535174766405978,1.9830991537563212,2.3626123434817905,1.1673052450789851,0.4390378737138273,0.50592603636417
position_sensitivity,position_covariance_x4,30.0,120.0,1.0,1.0,0.2,4.0,1,2,320.0,48.0,3.3015131514934444,1.5281396251912485,2.1864981152833205,0.7492919709658596,0.5371396220245277,0.657309573821074
reference,nominal,30.0,140.0,1.0,1.0,0.2,1.0,1,2,320.0,32.94117647058823,3.7195068358449372,1.4940527798496865,2.508629889791768,0.7297698025826278,0.5983196574740823,0.7090962658332979
rf_quality,paired_log_level_0,30.0,140.0,0.5,0.25,0.2,1.0,1,2,320.0,32.94117647058823,1.277896700359869,1.095398618904753,0.8142186476049263,0.648875863647029,0.14281129406134507,0.20306926701355124
rf_quality,paired_log_level_1,30.0,140.0,1.0,0.5,0.2,1.0,1,2,320.0,32.94117647058823,2.161796059255349,1.4624928950233553,1.347348452736723,0.713252106481658,0.3234824863511293,0.47062535676431266
rf_quality,paired_log_level_2,30.0,140.0,2.0,1.0,0.2,1.0,1,2,320.0,32.94117647058823,4.103014879560787,2.287398895902631,2.534744807871165,0.8150283932690063,0.4425077746372958,0.6784574168026337
rf_quality,paired_log_level_3,30.0,140.0,4.0,2.0,0.2,1.0,1,2,320.0,32.94117647058823,8.091984101704492,4.154727980097731,4.986307731456311,1.0946824307854286,0.48656251323793615,0.7804623200690999
pose_quality,attitude_log_level_0,30.0,140.0,1.0,1.0,0.05,1.0,1,2,320.0,32.94117647058823,3.656006266265849,1.328098048358822,2.4636010473316143,0.5555809222950845,0.6367352921100687,0.7744842157390509
pose_quality,attitude_log_level_1,30.0,140.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,32.94117647058823,3.665227855365254,1.353276704456535,2.4701426730160354,0.5839048431548022,0.6307796519456289,0.763614932233102
pose_quality,attitude_log_level_2,30.0,140.0,1.0,1.0,0.158113883,1.0,1,2,320.0,32.94117647058823,3.6942375923450212,1.429983914515999,2.4907160421299475,0.6655872920423735,0.6129150118879396,0.7327727124312439
pose_quality,attitude_log_level_3,30.0,140.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,32.94117647058823,3.7845112652108446,1.6492386496766163,2.554684608516285,0.87507341965965,0.5642135710263944,0.6574632278510978
pose_quality,attitude_log_level_4,30.0,140.0,1.0,1.0,0.5,1.0,1,2,320.0,32.94117647058823,4.056782849285969,2.203395037967577,2.747185691539389,1.3365512577539198,0.4568614787071004,0.5134834671459789
position_sensitivity,position_covariance_x4,30.0,140.0,1.0,1.0,0.2,4.0,1,2,320.0,32.94117647058823,3.767589561231055,1.6100291019036197,2.5324343869006074,0.8078143132932764,0.5726633499383769,0.6810127372018736
reference,nominal,30.0,160.0,1.0,1.0,0.2,1.0,1,2,320.0,21.05263157894737,4.199566227699635,1.5887388440753516,2.8607859844022365,0.8015676916396736,0.6216897751019388,0.7198085784780711
rf_quality,paired_log_level_0,30.0,160.0,0.5,0.25,0.2,1.0,1,2,320.0,21.05263157894737,1.4169330976190415,1.1969357186204324,0.9207641802101443,0.7242209120908226,0.15526306737296494,0.21345668341970575
rf_quality,paired_log_level_1,30.0,160.0,1.0,0.5,0.2,1.0,1,2,320.0,21.05263157894737,2.3944583568460116,1.5532998027127467,1.5282152952537373,0.7841333748442355,0.35129387476224133,0.48689600393376387
rf_quality,paired_log_level_2,30.0,160.0,2.0,1.0,0.2,1.0,1,2,320.0,21.05263157894737,4.542725668674627,2.3503385106562593,2.8785383862309537,0.8627847684871269,0.4826149140231953,0.7002698408976843
rf_quality,paired_log_level_3,30.0,160.0,4.0,2.0,0.2,1.0,1,2,320.0,21.05263157894737,8.958128108790245,4.19035239038289,5.664640169546132,1.0771503374942148,0.5322290171011208,0.8098466442255026
pose_quality,attitude_log_level_0,30.0,160.0,1.0,1.0,0.05,1.0,1,2,320.0,21.05263157894737,4.126854659302803,1.385158472106279,2.809210516418631,0.5916739315580116,0.6643549176165342,0.7893807074621388
pose_quality,attitude_log_level_1,30.0,160.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,21.05263157894737,4.137414991879508,1.416311204809117,2.816703470694656,0.6262848852971015,0.6576821016047685,0.7776532418790086
pose_quality,attitude_log_level_2,30.0,160.0,1.0,1.0,0.158113883,1.0,1,2,320.0,21.05263157894737,4.170633723076377,1.5106026168057796,2.8402681844032647,0.7249397734030721,0.6378002200367008,0.7447636186667419
pose_quality,attitude_log_level_3,30.0,160.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,21.05263157894737,4.2739817515292575,1.7761347432679895,2.913532310111768,0.9731828388301436,0.5844309015515855,0.665978360544486
pose_quality,attitude_log_level_4,30.0,160.0,1.0,1.0,0.5,1.0,1,2,320.0,21.05263157894737,4.58549325406345,2.4319710107030383,3.133962299920919,1.51001126255863,0.46963807905552163,0.5181782299689014
position_sensitivity,position_covariance_x4,30.0,160.0,1.0,1.0,0.2,4.0,1,2,320.0,21.05263157894737,4.242211274893712,1.6982612033117532,2.881682919502469,0.8732186234160121,0.5996754774184831,0.6969761601783808
reference,nominal,30.0,180.0,1.0,1.0,0.2,1.0,1,2,320.0,11.428571428571445,4.684534692613402,1.6884752819022566,3.2142519509459673,0.8771572025252437,0.6395639283951396,0.7271037815604054
rf_quality,paired_log_level_0,30.0,180.0,0.5,0.25,0.2,1.0,1,2,320.0,11.428571428571445,1.5595948468467584,1.3018009552753482,1.028781418897336,0.8010510272346261,0.16529542406005418,0.22135935533010986
rf_quality,paired_log_level_1,30.0,180.0,1.0,0.5,0.2,1.0,1,2,320.0,11.428571428571445,2.6334088034918692,1.6491972067772906,1.7114941727458322,0.8588870989088813,0.37374052802190283,0.49816533845924377
rf_quality,paired_log_level_2,30.0,180.0,2.0,1.0,0.2,1.0,1,2,320.0,11.428571428571445,4.994483485436562,2.4188734521662982,3.226840046429485,0.9222178912941303,0.5156909700033041,0.7142040268421209
rf_quality,paired_log_level_3,30.0,180.0,4.0,2.0,0.2,1.0,1,2,320.0,11.428571428571445,9.848094167211178,4.2298718974413,6.351821330361351,1.0882437376425806,0.5704882766531129,0.8286721743193819
pose_quality,attitude_log_level_0,30.0,180.0,1.0,1.0,0.05,1.0,1,2,320.0,11.428571428571445,4.60261700344285,1.4457409075202932,3.156153582942235,0.6318976126723858,0.685887201468458,0.7997886997364314
pose_quality,attitude_log_level_1,30.0,180.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,11.428571428571445,4.6145152951764885,1.4831840414170177,3.1645943660907996,0.6727902018278672,0.6785829179139623,0.7874008090777965
pose_quality,attitude_log_level_2,30.0,180.0,1.0,1.0,0.158113883,1.0,1,2,320.0,11.428571428571445,4.65194072230909,1.5958182776162113,3.191139535983556,0.7882643540712055,0.6569564461638082,0.7529834263959094
pose_quality,attitude_log_level_3,30.0,180.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,11.428571428571445,4.768357555219833,1.908747564692204,3.273666471397136,1.0746540465339203,0.599705445200364,0.6717276925051929
pose_quality,attitude_log_level_4,30.0,180.0,1.0,1.0,0.5,1.0,1,2,320.0,11.428571428571445,5.119105832021393,2.6667073350354387,3.52193590634309,1.6858296717553267,0.4790677468798433,0.5213343693395704
position_sensitivity,position_covariance_x4,30.0,180.0,1.0,1.0,0.2,4.0,1,2,320.0,11.428571428571445,4.722802693983579,1.79191204516151,3.232864922040505,0.9430825827794254,0.6205829120398693,0.7082827134688402
reference,nominal,30.0,200.0,1.0,1.0,0.2,1.0,1,2,320.0,3.47826086956519,5.173031747272274,1.7924266414750736,3.568485610606077,0.9551003550530529,0.6535055787314247,0.7323513503278952
rf_quality,paired_log_level_0,30.0,200.0,0.5,0.25,0.2,1.0,1,2,320.0,3.47826086956519,1.7049721482589255,1.409252525540713,1.137731358282522,0.8788308164693204,0.17344542725826578,0.22755858835079348
rf_quality,paired_log_level_1,30.0,200.0,1.0,0.5,0.2,1.0,1,2,320.0,3.47826086956519,2.8770810751051648,1.7493552271228479,1.8961980275017083,0.9360299084423278,0.39196874142349136,0.5063648970906418
rf_quality,paired_log_level_2,30.0,200.0,2.0,1.0,0.2,1.0,1,2,320.0,3.47826086956519,5.455296275940183,2.492547545197405,3.5777233295811564,0.9890557912216672,0.5430958431734615,0.7235516276387264
rf_quality,paired_log_level_3,30.0,200.0,4.0,2.0,0.2,1.0,1,2,320.0,3.47826086956519,10.755970678675215,4.273181209830688,7.044022521055771,1.1193706211818366,0.6027154277853606,0.8410892898431472
pose_quality,attitude_log_level_0,30.0,200.0,1.0,1.0,0.05,1.0,1,2,320.0,3.47826086956519,5.081913372253712,1.509430134147945,3.5038783402713287,0.6747522201092819,0.7029799558589195,0.8074270409579828
pose_quality,attitude_log_level_1,30.0,200.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,3.47826086956519,5.095148772598375,1.553408131076154,3.5132648871937677,0.7219122541614605,0.6951201622550538,0.7945181256349588
pose_quality,attitude_log_level_2,30.0,200.0,1.0,1.0,0.158113883,1.0,1,2,320.0,3.47826086956519,5.136778356532643,1.6849414502958202,3.542784088989641,0.8540762473678819,0.6719847863100782,0.758925120494302
pose_quality,attitude_log_level_3,30.0,200.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,3.47826086956519,5.26625738096408,2.045972289485231,3.634554517814611,1.178182361982406,0.6114940570734734,0.6758385776832907
pose_quality,attitude_log_level_4,30.0,200.0,1.0,1.0,0.5,1.0,1,2,320.0,3.47826086956519,5.656233331059011,2.9061161886899316,3.910610678565558,1.863062804746749,0.4862099884154138,0.523587757032839
position_sensitivity,position_covariance_x4,30.0,200.0,1.0,1.0,0.2,4.0,1,2,320.0,3.47826086956519,5.207711345522795,1.8901833945598008,3.5852600398161676,1.0159806534685925,0.6370414431312825,0.7166228830864144
reference,nominal,45.0,20.0,1.0,1.0,0.2,1.0,1,2,320.0,363.0769230769231,1.4281596515572315,1.1213178800129202,1.0008858041869828,0.9413299947365042,0.21485116962220452,0.05950310135416058
rf_quality,paired_log_level_0,45.0,20.0,0.5,0.25,0.2,1.0,1,2,320.0,363.0769230769231,0.6948955264064609,0.6753286466513967,0.5111283604039139,0.5069285812407087,0.028158016581645226,0.008216681930711688
rf_quality,paired_log_level_1,45.0,20.0,1.0,0.5,0.2,1.0,1,2,320.0,363.0769230769231,1.1807759449459427,1.109246797751408,0.9541421105301928,0.9407745111916007,0.060578086385228165,0.014010071656059775
rf_quality,paired_log_level_2,45.0,20.0,2.0,1.0,0.2,1.0,1,2,320.0,363.0769230769231,2.2449142501075787,2.063335597530533,1.8726791055058738,1.8415365318575396,0.08088444918033921,0.01662995734654791
rf_quality,paired_log_level_3,45.0,20.0,4.0,2.0,0.2,1.0,1,2,320.0,363.0769230769231,4.429590570586454,4.034121966111789,3.7273430875951523,3.6622860698151536,0.08927881667002628,0.017453992361613515
pose_quality,attitude_log_level_0,45.0,20.0,1.0,1.0,0.05,1.0,1,2,320.0,363.0769230769231,1.4086297232105978,1.096335484609051,0.9986005866842972,0.9388998336850565,0.22170073047284203,0.05978441610721266
pose_quality,attitude_log_level_1,45.0,20.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,363.0769230769231,1.4114616678615477,1.099971743974862,0.9989303274842962,0.9392505337424555,0.22068606677686994,0.059743699935648355
pose_quality,attitude_log_level_2,45.0,20.0,1.0,1.0,0.158113883,1.0,1,2,320.0,363.0769230769231,1.420379904477199,1.1113923118067954,0.9999723438695586,0.9403586839454305,0.21753869629979944,0.05961530865288045
pose_quality,attitude_log_level_3,45.0,20.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,363.0769230769231,1.4482204598599895,1.1467590409749018,1.0032603664660849,0.9438544002595246,0.20815989501642054,0.05921291041907062
pose_quality,attitude_log_level_4,45.0,20.0,1.0,1.0,0.5,1.0,1,2,320.0,363.0769230769231,1.5329360170564315,1.2520409857865809,1.0135878138006134,0.9548246028735909,0.18323989269247504,0.057975451289888874
position_sensitivity,position_covariance_x4,45.0,20.0,1.0,1.0,0.2,4.0,1,2,320.0,363.0769230769231,1.5490771415058946,1.2717522510444679,1.0591375703953776,1.0030464390997198,0.17902587484560817,0.05295924992512435
reference,nominal,45.0,40.0,1.0,1.0,0.2,1.0,1,2,320.0,258.8235294117647,1.6733096157387304,1.1697444772630514,1.0514295393321682,0.8066473484951148,0.3009396071947903,0.23280893457923071
rf_quality,paired_log_level_0,45.0,40.0,0.5,0.25,0.2,1.0,1,2,320.0,258.8235294117647,0.7468705897859699,0.7188586172518218,0.47917891153390013,0.4633515730648781,0.037505791387736236,0.033030123171232856
rf_quality,paired_log_level_1,45.0,40.0,1.0,0.5,0.2,1.0,1,2,320.0,258.8235294117647,1.267377432470112,1.1503472988913674,0.8602111208512739,0.8026961287555342,0.09234039567096707,0.06686148400269727
rf_quality,paired_log_level_2,45.0,40.0,2.0,1.0,0.2,1.0,1,2,320.0,258.8235294117647,2.408311663826693,2.090048358791588,1.667742829439171,1.5253006306298167,0.13215204236871894,0.0854101701383149
rf_quality,paired_log_level_3,45.0,40.0,4.0,2.0,0.2,1.0,1,2,320.0,258.8235294117647,4.75129909869715,4.048152879103392,3.308621772881277,3.0053874431735927,0.1479903085424716,0.0916497413494368
pose_quality,attitude_log_level_0,45.0,40.0,1.0,1.0,0.05,1.0,1,2,320.0,258.8235294117647,1.6483771440781343,1.133791991982171,1.0427017938955763,0.7952376372173272,0.312176830372001,0.2373297505835421
pose_quality,attitude_log_level_1,45.0,40.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,258.8235294117647,1.6519944178172299,1.1390446121478297,1.0439644154662056,0.7968924453234827,0.31050335287885394,0.23666704198187385
pose_quality,attitude_log_level_2,45.0,40.0,1.0,1.0,0.158113883,1.0,1,2,320.0,258.8235294117647,1.6633814732994994,1.155497727249918,1.0479471637940898,0.802102940250203,0.30533209260900224,0.2345960102165919
pose_quality,attitude_log_level_3,45.0,40.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,258.8235294117647,1.6988882834184662,1.2060507748433542,1.06044328267702,0.818361670918646,0.29009412413124364,0.22828341290187137
pose_quality,attitude_log_level_4,45.0,40.0,1.0,1.0,0.5,1.0,1,2,320.0,258.8235294117647,1.8065838180801248,1.3535442969155733,1.0990248082862322,0.8677738172372647,0.2507713822246018,0.2104147143043745
position_sensitivity,position_covariance_x4,45.0,40.0,1.0,1.0,0.2,4.0,1,2,320.0,258.8235294117647,1.7776290586406653,1.3146490566259152,1.1070248760440098,0.8778837877727318,0.26044803878756695,0.20698820164739323
reference,nominal,45.0,60.0,1.0,1.0,0.2,1.0,1,2,320.0,194.28571428571428,2.0167234655342328,1.2281310256794624,1.2411638166178698,0.7178982400559908,0.39102656032510197,0.4215926774176839
rf_quality,paired_log_level_0,45.0,60.0,0.5,0.25,0.2,1.0,1,2,320.0,194.28571428571428,0.8262619560404515,0.7797931477479969,0.49234523243481854,0.4565914781156562,0.05623980137623522,0.07261927599531649
rf_quality,paired_log_level_1,45.0,60.0,1.0,0.5,0.2,1.0,1,2,320.0,194.28571428571428,1.3998577653772954,1.2030529352250787,0.8473609539371777,0.7084937617404575,0.14058916199902144,0.16388198152332567
rf_quality,paired_log_level_2,45.0,60.0,2.0,1.0,0.2,1.0,1,2,320.0,194.28571428571428,2.6584156064160482,2.1232771407040807,1.618792024838718,1.263082690513765,0.20129977585913145,0.21973751344641854
rf_quality,paired_log_level_3,45.0,60.0,4.0,2.0,0.2,1.0,1,2,320.0,194.28571428571428,5.243802115739453,4.065888736478056,3.198492731487425,2.4331222843234688,0.2246296395750423,0.23929097591165355
pose_quality,attitude_log_level_0,45.0,60.0,1.0,1.0,0.05,1.0,1,2,320.0,194.28571428571428,1.9846065258544041,1.1746469011000584,1.224485307388468,0.6886614054847876,0.40812101250430255,0.4375911239363612
pose_quality,attitude_log_level_1,45.0,60.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,194.28571428571428,1.9892682283343783,1.1825059678752912,1.226903531246519,0.6929520462335254,0.4055573044237439,0.43520250077893696
pose_quality,attitude_log_level_2,45.0,60.0,1.0,1.0,0.158113883,1.0,1,2,320.0,194.28571428571428,2.00393845884505,1.2070218003989646,1.2345194526657064,0.7063487399323983,0.39767521548809465,0.4278350669913102
pose_quality,attitude_log_level_3,45.0,60.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,194.28571428571428,2.0496388864469877,1.281464726254972,1.2582997849356863,0.7471335972657409,0.3747851220385615,0.4062356155421833
pose_quality,attitude_log_level_4,45.0,60.0,1.0,1.0,0.5,1.0,1,2,320.0,194.28571428571428,2.1878830386203245,1.4926367510156606,1.33070597392519,0.8635210781644189,0.3177712315202576,0.3510804827776594
position_sensitivity,position_covariance_x4,45.0,60.0,1.0,1.0,0.2,4.0,1,2,320.0,194.28571428571428,2.104084964167656,1.3668598378167705,1.2885990919139423,0.7971059421905526,0.35037802128039086,0.3814166506926372
reference,nominal,45.0,80.0,1.0,1.0,0.2,1.0,1,2,320.0,150.4,2.4168709914420745,1.2960639888478254,1.5191739956918648,0.6879865445951745,0.46374299934209445,0.5471311735547115
rf_quality,paired_log_level_0,45.0,80.0,0.5,0.25,0.2,1.0,1,2,320.0,150.4,0.9260449335520192,0.8541345212064955,0.5476477409353518,0.486293906492394,0.0776532646960206,0.11203156674794075
rf_quality,paired_log_level_1,45.0,80.0,1.0,0.5,0.2,1.0,1,2,320.0,150.4,1.5666207112829609,1.26613055011021,0.9196336304258258,0.6734374720698355,0.19180785687856053,0.2677111299659539
rf_quality,paired_log_level_2,45.0,80.0,2.0,1.0,0.2,1.0,1,2,320.0,150.4,2.973426540083712,2.1632803478024143,1.740390151214533,1.0928832210269166,0.27246215144716146,0.37204699747108605
rf_quality,paired_log_level_3,45.0,80.0,4.0,2.0,0.2,1.0,1,2,320.0,150.4,5.864224171558251,4.087442890405412,3.429560516360951,2.0212232481217414,0.302986589388978,0.4106465716294088
pose_quality,attitude_log_level_0,45.0,80.0,1.0,1.0,0.05,1.0,1,2,320.0,150.4,2.376717327985486,1.2195498067157444,1.4949185424087748,0.6326273032324782,0.48687637677576107,0.5768148663049423
pose_quality,attitude_log_level_1,45.0,80.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,150.4,2.3825472971436326,1.230872900441134,1.4984392305009062,0.6409024760927128,0.48337944773780894,0.5722866412951104
pose_quality,attitude_log_level_2,45.0,80.0,1.0,1.0,0.158113883,1.0,1,2,320.0,150.4,2.4008901133557616,1.2660133531378652,1.509518584477075,0.6663949378854057,0.47269000522129745,0.5585381029831725
pose_quality,attitude_log_level_3,45.0,80.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,150.4,2.4579945069618025,1.3712233480247975,1.5440314593830728,0.7412617647783027,0.4421373423980128,0.5199179652243107
pose_quality,attitude_log_level_4,45.0,80.0,1.0,1.0,0.5,1.0,1,2,320.0,150.4,2.630428506762627,1.6606235585175244,1.6484221065551512,0.9395378107012748,0.36868705830696774,0.43003809099314527
position_sensitivity,position_covariance_x4,45.0,80.0,1.0,1.0,0.2,4.0,1,2,320.0,150.4,2.4902340029150265,1.428209320508775,1.5581686780276345,0.7702762397633772,0.42647585775596314,0.5056528534905409
reference,nominal,45.0,100.0,1.0,1.0,0.2,1.0,1,2,320.0,118.62068965517241,2.84995449588885,1.3726738629999395,1.8375038324261903,0.7009205011259899,0.5183523579130596,0.6185474616395693
rf_quality,paired_log_level_0,45.0,100.0,0.5,0.25,0.2,1.0,1,2,320.0,118.62068965517241,1.0403686244595973,0.9384759105129283,0.6279591128259613,0.53842069764583,0.09793904924766018,0.1425863776021781
rf_quality,paired_log_level_1,45.0,100.0,1.0,0.5,0.2,1.0,1,2,320.0,118.62068965517241,1.7579367524275094,1.3383158081451696,1.044887403398387,0.6825703541707112,0.2387008199827959,0.34675224148485045
rf_quality,paired_log_level_2,45.0,100.0,2.0,1.0,0.2,1.0,1,2,320.0,118.62068965517241,3.3350023431231755,2.210030211142638,1.9701821843115026,0.9982419817339949,0.337322741106988,0.4933250388299297
rf_quality,paired_log_level_3,45.0,100.0,4.0,2.0,0.2,1.0,1,2,320.0,118.62068965517241,6.576460799019776,4.112941013888216,3.878263845301106,1.7394201519576717,0.3745965893233558,0.5514951479989819
pose_quality,attitude_log_level_0,45.0,100.0,1.0,1.0,0.05,1.0,1,2,320.0,118.62068965517241,2.80134142745345,1.2686633512059213,1.806153039407492,0.6140504999417337,0.5471229109122926,0.6600229955357645
pose_quality,attitude_log_level_1,45.0,100.0,1.0,1.0,0.0889139705,1.0,1,2,320.0,118.62068965517241,2.808400999340512,1.2841764203655557,1.810705798246209,0.6273154728844269,0.5427375148110563,0.6535519610684274
pose_quality,attitude_log_level_2,45.0,100.0,1.0,1.0,0.158113883,1.0,1,2,320.0,118.62068965517241,2.8306094563590913,1.3320445938314593,1.825028142578854,0.667530475650807,0.5294142076580147,0.6342355166602779
pose_quality,attitude_log_level_3,45.0,100.0,1.0,1.0,0.2811706626,1.0,1,2,320.0,118.62068965517241,2.899719588821095,1.4732164129274727,1.8695974383933376,0.7811938276539964,0.4919452147693974,0.5821593399671509
pose_quality,attitude_log_level_4,45.0,100.0,1.0,1.0,0.5,1.0,1,2,320.0,118.62068965517241,3.108168416812358,1.8500550837193874,2.0040251784179324,1.0634783168691304,0.40477643562933213,0.46932886456611883
position_sensitivity,position_covariance_x4,45.0,100.0,1.0,1.0,0.2,4.0,1,2,320.0,118.62068965517241,2.9124286478190444,1.4980766115800541,1.8698717427088245,0.7818500808330896,0.4856263302100533,0.5818696742802008
reference,nominal,45.0,120.0,1.0,1.0,0.2,1.0,1,2,320.0,94.54545454545456,3.3030439377224496,1.456887749537354,2.173761290932982,0.74063248782268,0.5589257130675885,0.6592852716110336
rf_quality,paired_log_level_0,45.0,120.0,0.5,0.25,0.2,1.0,1,2,320.0,94.54545454545456,1.1649599939086175,1.0302478649786548,0.7214133554442981,0.6025932654626965,0.11563669965865782,0.16470458868677806
rf_quality,paired_log_level_1,45.0,120.0,1.0,0.5,0.2,1.0,1,2,320.0,94.54545454545456,1.9666533199400087,1.4183419090957856,1.1980692869204903,0.719737296843179,0.2788043043910499,0.3992523598587631
rf_quality,paired_log_level_2,45.0,120.0,2.0,1.0,0.2,1.0,1,2,320.0,94.54545454545456,3.7296245460535333,2.263298900886053,2.2572330769455897,0.9583316209522892,0.39315636924340247,0.5754396695935935
rf_quality,paired_log_level_3,45.0,120.0,4.0,2.0,0.2,1.0,1,2,320.0,94.54545454545456,7.353882998069857,4.142424576602502,4.442299601922138,1.551648261998695,0.4367024090960181,0.6507105776190079
