name,rank,alpha,dropout,learning_rate,adapted_layers,trainable_parameters,total_parameters,map50_95,map50,fitness,checkpoint,metrics_json,checkpoint_sha256,training_images,validation_images,selection_metric
formal_r4_a8,4,8.0,0.05,0.001,50,92608,2757040,0.25758575204293777,0.3913053873426671,0.25758575204293777,checkpoints/full_localization_lora.pt,"{""fitness"": 0.25758575204293777, ""metrics/mAP50(B)"": 0.3913053873426671, ""metrics/mAP50-95(B)"": 0.25758575204293777, ""metrics/precision(B)"": 0.4665332834129807, ""metrics/recall(B)"": 0.3775280147248474}",c1a8f9176df331cdf5f695b482322f8f60f3ad0933a4a9a1dca2ae143febb6d1,6471,548,validation mAP50-95
