cell_id,altitude_m,horizontal_distance_m,snr_db,realization,seed,range_error_m,azimuth_error_deg,elevation_error_deg
0,30.0,20.0,-15.0,102,20310904,7.14448724535999,54.0,-59.80993247402022
0,30.0,20.0,-15.0,103,20310904,-8.455512754639955,-36.49999999999999,17.19006752597978
0,30.0,20.0,-15.0,104,20310904,48.64448724535984,0.49999999999999434,-56.809932474020215
0,30.0,20.0,-15.0,105,20310904,140.5444872453595,90.0,-14.309932474020213
0,30.0,20.0,-15.0,106,20310904,86.94448724535971,-52.49999999999999,-76.80993247402021
0,30.0,20.0,-15.0,107,20310904,151.14448724535947,-36.0,-35.309932474020215
0,30.0,20.0,-15.0,108,20310904,46.544487245359846,-54.999999999999986,-72.80993247402021
0,30.0,20.0,-15.0,109,20310904,-19.655512754639915,-39.499999999999986,-90.30993247402021
0,30.0,20.0,-15.0,110,20310904,8.444487245359987,11.499999999999996,-11.809932474020215
0,30.0,20.0,-15.0,111,20310904,77.94448724535974,-71.0,-46.309932474020215
0,30.0,20.0,-15.0,112,20310904,184.04448724535936,90.0,-79.80993247402021
0,30.0,20.0,-15.0,113,20310904,-18.45551275463992,21.50000000000001,-0.3099324740202117
0,30.0,20.0,-15.0,114,20310904,77.94448724535974,6.999999999999997,-42.809932474020215
0,30.0,20.0,-15.0,115,20310904,5.644487245359997,4.5,4.690067525979782
0,30.0,20.0,-15.0,116,20310904,78.44448724535974,-15.999999999999996,-5.309932474020212
0,30.0,20.0,-15.0,117,20310904,0.24448724536001265,1.5000000000000084,5.690067525979784
0,30.0,20.0,-15.0,118,20310904,92.54448724535968,-17.500000000000007,-50.309932474020215
0,30.0,20.0,-15.0,119,20310904,29.544487245359903,42.5,-19.30993247402021
0,30.0,20.0,-15.0,120,20310904,122.24448724535958,-64.50000000000001,-16.309932474020215
0,30.0,20.0,-15.0,121,20310904,-13.555512754639935,18.99999999999999,-99.30993247402021
0,30.0,20.0,-15.0,122,20310904,3.7444872453600055,7.499999999999991,-9.309932474020211
0,30.0,20.0,-15.0,123,20310904,136.24448724535952,-45.0,-37.309932474020215
0,30.0,20.0,-15.0,124,20310904,43.94448724535985,-18.99999999999999,-89.30993247402021
0,30.0,20.0,-15.0,125,20310904,-7.955512754639955,0.0,-3.80993247402021
0,30.0,20.0,-15.0,126,20310904,26.24448724535992,-90.0,-91.3099324740202
0,30.0,20.0,-15.0,127,20310904,211.84448724535926,-0.49999999999999434,-47.309932474020215
0,30.0,20.0,-15.0,128,20310904,-14.955512754639933,12.50000000000001,-3.309932474020216
0,30.0,20.0,-15.0,129,20310904,-0.15551275463998593,-2.4999999999999973,2.1900675259797855
0,30.0,20.0,-15.0,130,20310904,41.64448724535987,40.5,-81.30993247402021
0,30.0,20.0,-15.0,131,20310904,-12.255512754639941,-6.999999999999997,-7.809932474020216
0,30.0,20.0,-15.0,132,20310904,-1.2555127546399802,-0.9999999999999887,3.690067525979781
0,30.0,20.0,-15.0,133,20310904,-1.1555127546399788,-2.4999999999999973,-4.809932474020211
0,30.0,20.0,-15.0,134,20310904,167.54448724535942,2.0000000000000027,-113.30993247402021
0,30.0,20.0,-15.0,135,20310904,6.944487245359994,-8.00000000000001,6.690067525979785
0,30.0,20.0,-15.0,136,20310904,149.54448724535948,40.99999999999999,-66.30993247402021
0,30.0,20.0,-15.0,137,20310904,157.24448724535947,-38.0,-9.809932474020213
0,30.0,20.0,-15.0,138,20310904,-0.9555127546399831,-1.5000000000000084,-1.309932474020213
0,30.0,20.0,-15.0,139,20310904,16.244487245359956,3.500000000000011,-49.30993247402021
0,30.0,20.0,-15.0,140,20310904,66.84448724535977,90.0,-116.3099324740202
0,30.0,20.0,-15.0,141,20310904,169.7444872453594,-48.499999999999986,-31.80993247402022
0,30.0,20.0,-15.0,142,20310904,139.04448724535953,-76.5,-21.809932474020215
0,30.0,20.0,-15.0,143,20310904,205.64448724535927,9.99999999999999,-76.80993247402021
0,30.0,20.0,-15.0,144,20310904,37.24448724535989,21.50000000000001,-104.8099324740202
0,30.0,20.0,-15.0,145,20310904,-26.055512754639892,-35.50000000000001,-42.809932474020215
0,30.0,20.0,-15.0,146,20310904,101.54448724535965,76.50000000000003,-13.809932474020211
0,30.0,20.0,-15.0,147,20310904,5.34448724536,-5.4999999999999885,-1.309932474020213
0,30.0,20.0,-15.0,148,20310904,117.04448724535959,90.0,16.69006752597979
0,30.0,20.0,-15.0,149,20310904,78.04448724535973,4.000000000000005,-31.80993247402022
0,30.0,20.0,-15.0,150,20310904,78.24448724535974,-54.999999999999986,-25.809932474020215
0,30.0,20.0,-15.0,151,20310904,153.14448724535947,-58.99999999999999,15.19006752597979
0,30.0,20.0,-15.0,152,20310904,43.84448724535986,-22.5,-113.8099324740202
0,30.0,20.0,-15.0,153,20310904,-8.155512754639958,-2.4999999999999973,-2.3099324740202145
0,30.0,20.0,-15.0,154,20310904,-2.0555127546399774,11.000000000000004,14.690067525979783
0,30.0,20.0,-15.0,155,20310904,23.144487245359933,90.0,4.190067525979789
0,30.0,20.0,-15.0,156,20310904,-0.7555127546399802,-0.9999999999999887,-1.8099324740202138
0,30.0,20.0,-15.0,157,20310904,65.24448724535978,-58.5,-72.80993247402021
0,30.0,20.0,-15.0,158,20310904,-2.5555127546399774,-4.5,6.190067525979791
0,30.0,20.0,-15.0,159,20310904,206.54448724535928,58.99999999999999,-42.809932474020215
0,30.0,20.0,-15.0,160,20310904,69.44448724535977,0.9999999999999887,-87.30993247402021
0,30.0,20.0,-15.0,161,20310904,64.84448724535979,-10.500000000000009,-17.309932474020215
0,30.0,20.0,-15.0,162,20310904,48.544487245359846,90.0,-113.8099324740202
0,30.0,20.0,-15.0,163,20310904,-2.3555127546399746,-6.000000000000009,2.1900675259797855
0,30.0,20.0,-15.0,164,20310904,195.84448724535932,32.500000000000014,-46.809932474020215
0,30.0,20.0,-15.0,165,20310904,3.7444872453600055,-15.500000000000004,18.69006752597979
0,30.0,20.0,-15.0,166,20310904,37.844487245359886,90.0,-77.30993247402021
0,30.0,20.0,-15.0,167,20310904,86.8444872453597,-50.500000000000014,2.6900675259797926
0,30.0,20.0,-15.0,168,20310904,179.44448724535937,-17.500000000000007,-29.309932474020215
0,30.0,20.0,-15.0,169,20310904,182.74448724535938,-24.999999999999996,-49.809932474020215
0,30.0,20.0,-15.0,170,20310904,103.54448724535965,-27.99999999999999,-103.80993247402021
0,30.0,20.0,-15.0,171,20310904,0.044487245360016914,8.500000000000005,15.19006752597979
0,30.0,20.0,-15.0,172,20310904,102.44448724535965,12.50000000000001,-77.30993247402021
0,30.0,20.0,-15.0,173,20310904,31.144487245359898,-59.999999999999986,-30.809932474020215
0,30.0,20.0,-15.0,174,20310904,78.64448724535974,13.000000000000005,-68.80993247402021
0,30.0,20.0,-15.0,175,20310904,-19.555512754639913,-2.4999999999999973,-83.80993247402021
0,30.0,20.0,-15.0,176,20310904,-2.5555127546399774,9.99999999999999,-5.309932474020212
0,30.0,20.0,-15.0,177,20310904,43.84448724535986,-17.500000000000007,-105.30993247402021
0,30.0,20.0,-15.0,178,20310904,98.44448724535965,20.000000000000004,-82.30993247402021
0,30.0,20.0,-15.0,179,20310904,-2.6555127546399717,-0.9999999999999887,-2.3099324740202145
0,30.0,20.0,-15.0,180,20310904,2.9444872453600084,2.4999999999999973,8.690067525979789
0,30.0,20.0,-15.0,181,20310904,-26.055512754639892,-90.0,-7.309932474020215
0,30.0,20.0,-15.0,182,20310904,0.34448724536001407,-0.9999999999999887,0.19006752597978904
0,30.0,20.0,-15.0,183,20310904,1.4444872453600084,-0.49999999999999434,-4.3099324740202105
0,30.0,20.0,-15.0,184,20310904,-21.555512754639906,-81.0,-38.809932474020215
0,30.0,20.0,-15.0,185,20310904,59.944487245359795,90.0,-109.80993247402021
0,30.0,20.0,-15.0,186,20310904,199.0444872453593,-72.0,-55.809932474020215
0,30.0,20.0,-15.0,187,20310904,-11.055512754639945,1.5000000000000084,2.6900675259797926
0,30.0,20.0,-15.0,188,20310904,145.6444872453595,90.0,-91.3099324740202
0,30.0,20.0,-15.0,189,20310904,-4.155512754639972,-0.9999999999999887,5.690067525979784
0,30.0,20.0,-15.0,190,20310904,159.04448724535945,-18.499999999999993,-83.80993247402021
0,30.0,20.0,-15.0,191,20310904,0.8444872453600141,0.0,-4.3099324740202105
0,30.0,20.0,-15.0,192,20310904,0.5444872453600169,4.999999999999995,-4.3099324740202105
0,30.0,20.0,-15.0,193,20310904,-4.3555127546399675,-2.4999999999999973,1.1900675259797842
0,30.0,20.0,-15.0,194,20310904,191.34448724535935,68.99999999999999,6.690067525979785
0,30.0,20.0,-15.0,195,20310904,144.5444872453595,90.0,-108.30993247402021
0,30.0,20.0,-15.0,196,20310904,-16.755512754639923,20.000000000000004,-81.80993247402021
0,30.0,20.0,-15.0,197,20310904,180.94448724535937,-56.0,-75.30993247402021
0,30.0,20.0,-15.0,198,20310904,28.14448724535991,9.499999999999995,9.69006752597979
0,30.0,20.0,-15.0,199,20310904,-8.955512754639955,-1.5000000000000084,5.690067525979784
0,30.0,20.0,-10.0,0,20310905,-4.8555127546399675,-4.5,-1.309932474020213
0,30.0,20.0,-10.0,1,20310905,144.6444872453595,40.00000000000001,-92.80993247402021
0,30.0,20.0,-10.0,2,20310905,135.34448724535955,-55.50000000000001,-108.30993247402021
0,30.0,20.0,-10.0,3,20310905,133.74448724535955,20.000000000000004,-88.80993247402021
0,30.0,20.0,-10.0,4,20310905,3.84448724536,0.9999999999999887,0.6900675259797897
0,30.0,20.0,-10.0,5,20310905,8.744487245359984,2.0000000000000027,-0.8099324740202124
0,30.0,20.0,-10.0,6,20310905,185.14448724535936,23.500000000000014,1.1900675259797842
0,30.0,20.0,-10.0,7,20310905,4.644487245359997,2.4999999999999973,5.690067525979784
0,30.0,20.0,-10.0,8,20310905,5.34448724536,2.9999999999999916,-3.309932474020216
0,30.0,20.0,-10.0,9,20310905,-2.0555127546399774,-0.9999999999999887,-1.309932474020213
0,30.0,20.0,-10.0,10,20310905,197.4444872453593,-90.0,-83.80993247402021
0,30.0,20.0,-10.0,11,20310905,156.64448724535947,90.0,-88.30993247402021
0,30.0,20.0,-10.0,12,20310905,1.844487245360007,1.5000000000000084,2.1900675259797855
0,30.0,20.0,-10.0,13,20310905,-25.855512754639893,-31.999999999999993,-81.30993247402021
0,30.0,20.0,-10.0,14,20310905,191.34448724535935,-77.5,-75.30993247402021
0,30.0,20.0,-10.0,15,20310905,-24.1555127546399,-3.500000000000011,-51.809932474020215
0,30.0,20.0,-10.0,16,20310905,32.3444872453599,20.999999999999993,3.690067525979781
0,30.0,20.0,-10.0,17,20310905,-0.9555127546399831,-0.9999999999999887,-2.8099324740202154
0,30.0,20.0,-10.0,18,20310905,1.844487245360007,1.5000000000000084,-2.8099324740202154
0,30.0,20.0,-10.0,19,20310905,-2.155512754639979,-2.4999999999999973,5.1900675259797895
0,30.0,20.0,-10.0,20,20310905,-0.4555127546399831,0.0,2.1900675259797855
0,30.0,20.0,-10.0,21,20310905,-24.955512754639898,-63.50000000000002,-93.30993247402021
0,30.0,20.0,-10.0,22,20310905,0.044487245360016914,-0.49999999999999434,2.1900675259797855
0,30.0,20.0,-10.0,23,20310905,-2.5555127546399774,-0.9999999999999887,3.690067525979781
0,30.0,20.0,-10.0,24,20310905,-1.5555127546399774,-0.9999999999999887,-2.3099324740202145
0,30.0,20.0,-10.0,25,20310905,179.24448724535938,59.999999999999986,-52.809932474020215
0,30.0,20.0,-10.0,26,20310905,2.1444872453600112,-2.9999999999999916,-0.3099324740202117
0,30.0,20.0,-10.0,27,20310905,121.24448724535958,27.99999999999999,-45.809932474020215
0,30.0,20.0,-10.0,28,20310905,-2.455512754639976,1.5000000000000084,1.6900675259797913
0,30.0,20.0,-10.0,29,20310905,-1.955512754639976,-2.9999999999999916,-2.3099324740202145
0,30.0,20.0,-10.0,30,20310905,-0.15551275463998593,0.0,-2.8099324740202154
0,30.0,20.0,-10.0,31,20310905,6.944487245359994,9.0,-0.8099324740202124
0,30.0,20.0,-10.0,32,20310905,169.54448724535942,-16.499999999999993,-55.809932474020215
0,30.0,20.0,-10.0,33,20310905,-3.6555127546399717,-0.9999999999999887,2.6900675259797926
0,30.0,20.0,-10.0,34,20310905,212.04448724535925,-75.5,-27.30993247402021
0,30.0,20.0,-10.0,35,20310905,0.5444872453600169,0.9999999999999887,-3.309932474020216
0,30.0,20.0,-10.0,36,20310905,1.344487245360014,2.0000000000000027,-3.80993247402021
0,30.0,20.0,-10.0,37,20310905,-0.8555127546399817,-1.5000000000000084,-1.8099324740202138
0,30.0,20.0,-10.0,38,20310905,124.94448724535957,90.0,-34.80993247402021
0,30.0,20.0,-10.0,39,20310905,195.04448724535933,-50.500000000000014,-42.309932474020215
0,30.0,20.0,-10.0,40,20310905,35.44448724535988,29.499999999999996,-79.80993247402021
0,30.0,20.0,-10.0,41,20310905,158.84448724535946,-42.00000000000001,-106.80993247402021
0,30.0,20.0,-10.0,42,20310905,28.844487245359915,4.5,-2.3099324740202145
0,30.0,20.0,-10.0,43,20310905,3.5444872453600027,0.49999999999999434,-0.3099324740202117
0,30.0,20.0,-10.0,44,20310905,209.44448724535928,77.0,-99.80993247402021
0,30.0,20.0,-10.0,45,20310905,150.3444872453595,-19.500000000000007,-43.309932474020215
0,30.0,20.0,-10.0,46,20310905,137.74448724535952,43.49999999999999,-77.80993247402021
0,30.0,20.0,-10.0,47,20310905,0.7444872453600127,-4.5,2.1900675259797855
0,30.0,20.0,-10.0,48,20310905,-7.6555127546399575,2.0000000000000027,1.6900675259797913
0,30.0,20.0,-10.0,49,20310905,171.7444872453594,-15.000000000000009,-31.80993247402022
0,30.0,20.0,-10.0,50,20310905,6.744487245359991,-0.9999999999999887,2.6900675259797926
0,30.0,20.0,-10.0,51,20310905,-3.255512754639973,-2.0000000000000027,2.1900675259797855
0,30.0,20.0,-10.0,52,20310905,3.0444872453600027,3.500000000000011,-0.8099324740202124
0,30.0,20.0,-10.0,53,20310905,8.144487245359983,-2.0000000000000027,0.6900675259797897
0,30.0,20.0,-10.0,54,20310905,8.744487245359984,4.999999999999995,-0.3099324740202117
0,30.0,20.0,-10.0,55,20310905,-0.4555127546399831,1.5000000000000084,4.190067525979789
0,30.0,20.0,-10.0,56,20310905,-6.055512754639963,-0.49999999999999434,3.190067525979787
0,30.0,20.0,-10.0,57,20310905,153.74448724535947,50.500000000000014,-60.80993247402022
0,30.0,20.0,-10.0,58,20310905,5.244487245359998,-1.5000000000000084,0.6900675259797897
0,30.0,20.0,-10.0,59,20310905,98.64448724535967,-15.000000000000009,-60.80993247402022
0,30.0,20.0,-10.0,60,20310905,88.1444872453597,-30.499999999999986,-56.809932474020215
0,30.0,20.0,-10.0,61,20310905,-2.155512754639979,0.49999999999999434,0.6900675259797897
0,30.0,20.0,-10.0,62,20310905,-2.3555127546399746,-1.5000000000000084,-1.8099324740202138
0,30.0,20.0,-10.0,63,20310905,0.4444872453600155,2.4999999999999973,1.6900675259797913
0,30.0,20.0,-10.0,64,20310905,0.5444872453600169,-2.4999999999999973,4.190067525979789
0,30.0,20.0,-10.0,65,20310905,182.94448724535937,-90.0,-101.30993247402021
0,30.0,20.0,-10.0,66,20310905,-7.555512754639956,-6.000000000000009,7.190067525979792
0,30.0,20.0,-10.0,67,20310905,2.844487245360007,-0.9999999999999887,-1.8099324740202138
0,30.0,20.0,-10.0,68,20310905,5.34448724536,-0.49999999999999434,1.1900675259797842
0,30.0,20.0,-10.0,69,20310905,213.94448724535926,29.000000000000004,3.690067525979781
0,30.0,20.0,-10.0,70,20310905,-22.355512754639904,-21.50000000000001,-6.309932474020214
0,30.0,20.0,-10.0,71,20310905,209.44448724535928,27.0,-104.30993247402021
0,30.0,20.0,-10.0,72,20310905,8.844487245359986,-3.500000000000011,-4.3099324740202105
0,30.0,20.0,-10.0,73,20310905,-0.25551275463998024,2.0000000000000027,-3.309932474020216
0,30.0,20.0,-10.0,74,20310905,48.14448724535984,-20.000000000000004,-72.30993247402021
0,30.0,20.0,-10.0,75,20310905,-6.455512754639962,2.0000000000000027,-0.3099324740202117
0,30.0,20.0,-10.0,76,20310905,2.344487245360007,-0.49999999999999434,2.1900675259797855
0,30.0,20.0,-10.0,77,20310905,-6.655512754639961,-2.0000000000000027,-0.8099324740202124
0,30.0,20.0,-10.0,78,20310905,1.0444872453600098,-4.000000000000005,-1.309932474020213
0,30.0,20.0,-10.0,79,20310905,2.9444872453600084,4.000000000000005,5.690067525979784
0,30.0,20.0,-10.0,80,20310905,-5.255512754639966,-0.9999999999999887,-0.3099324740202117
0,30.0,20.0,-10.0,81,20310905,33.844487245359886,-90.0,-8.30993247402021
0,30.0,20.0,-10.0,82,20310905,0.34448724536001407,0.9999999999999887,1.1900675259797842
0,30.0,20.0,-10.0,83,20310905,0.6444872453600112,-1.5000000000000084,0.19006752597978904
0,30.0,20.0,-10.0,84,20310905,57.54448724535982,-90.0,-19.30993247402021
0,30.0,20.0,-10.0,85,20310905,-2.155512754639979,2.0000000000000027,-0.3099324740202117
0,30.0,20.0,-10.0,86,20310905,0.4444872453600155,0.49999999999999434,-3.309932474020216
0,30.0,20.0,-10.0,87,20310905,118.9444872453596,49.00000000000001,-67.30993247402021
0,30.0,20.0,-10.0,88,20310905,51.744487245359835,38.5,-84.30993247402021
0,30.0,20.0,-10.0,89,20310905,-6.155512754639965,2.9999999999999916,-0.3099324740202117
0,30.0,20.0,-10.0,90,20310905,22.54448724535993,-18.99999999999999,-70.30993247402021
0,30.0,20.0,-10.0,91,20310905,104.04448724535965,-4.000000000000005,-79.30993247402021
0,30.0,20.0,-10.0,92,20310905,149.64448724535947,68.0,-19.809932474020215
0,30.0,20.0,-10.0,93,20310905,210.64448724535927,22.5,-52.309932474020215
0,30.0,20.0,-10.0,94,20310905,0.6444872453600112,-3.500000000000011,0.19006752597978904
0,30.0,20.0,-10.0,95,20310905,173.5444872453594,-14.500000000000014,-36.309932474020215
0,30.0,20.0,-10.0,96,20310905,4.444487245360001,2.9999999999999916,0.19006752597978904
0,30.0,20.0,-10.0,97,20310905,-6.055512754639963,-0.49999999999999434,0.19006752597978904
0,30.0,20.0,-10.0,98,20310905,7.64448724535999,-3.500000000000011,3.690067525979781
0,30.0,20.0,-10.0,99,20310905,6.444487245359994,-2.9999999999999916,1.6900675259797913
