altitude_m,horizontal_distance_m,range_std_m,aoa_std_deg,attitude_std_deg,peb_rf_m,peb_joint_m,zeb_rf_m,zeb_joint_m,gain_peb,gain_zeb,vision_only_rank,pixel_u,pixel_v
60.0,20.0,1.0,2.0,1.0,2.986336542745934,1.9376310226415248,1.2446826260430477,1.0352033218533008,0.3511678958795868,0.16829937190952807,2,320.0,400.0
60.0,20.0,1.0,2.0,2.0,4.028526284067259,3.3264443561833246,1.3837542207044815,1.1988272691760722,0.17427760882699322,0.13364147242438862,2,320.0,400.0
60.0,20.0,1.0,5.0,0.2,5.892825616872576,1.1988424295337683,1.9977607656032466,0.9771597403028014,0.7965589841821902,0.5108724942809972,2,320.0,400.0
60.0,20.0,1.0,5.0,0.5,5.9360888652471635,1.39605889420615,2.0041546696414816,0.9901661584455014,0.764818397113396,0.5059432420838907,2,320.0,400.0
60.0,20.0,1.0,5.0,1.0,6.088091288312915,1.9433694848927598,2.026825391044273,1.0352846213803886,0.6807916647663654,0.4892087764664409,2,320.0,400.0
60.0,20.0,1.0,5.0,2.0,6.661506857289318,3.3297902380920776,2.1150796839660244,1.1988974731021749,0.5001445904917935,0.43316675859034287,2,320.0,400.0
60.0,20.0,3.0,0.5,0.2,3.0907210705751376,3.0524180294736865,2.8592543819491225,2.8552412171755446,0.012392914218662726,0.0014035703849624623,2,320.0,400.0
60.0,20.0,3.0,0.5,0.5,3.172430298893705,3.135125689968057,2.863725455408976,2.8597185650899566,0.011759000328126129,0.001399188009259469,2,320.0,400.0
60.0,20.0,3.0,0.5,1.0,3.4484806103643764,3.414193552014584,2.879636905912507,2.8756521864537405,0.00994265655626512,0.0013837576017257079,2,320.0,400.0
60.0,20.0,3.0,0.5,2.0,4.382104128719484,4.355173439198385,2.9424224057122403,2.9385228263874734,0.006145606934486186,0.0013252955514464937,2,320.0,400.0
60.0,20.0,3.0,2.0,0.2,3.8182121683554753,3.068379408733692,2.938071093485541,2.8556387776429317,0.19638320935547707,0.028056610347306735,2,320.0,400.0
60.0,20.0,3.0,2.0,0.5,3.884649460095401,3.150668097591781,2.94242240571224,2.8601155031991476,0.18894403987885036,0.027972497202749216,2,320.0,400.0
60.0,20.0,3.0,2.0,1.0,4.113174679799017,3.428471084886505,2.9579105530041674,2.876046925482287,0.16646596563848556,0.02767616736710873,2,320.0,400.0
60.0,20.0,3.0,2.0,2.0,4.922298652197036,4.3663751619374045,3.0190686880754254,2.938909120969917,0.11293981319306967,0.02655109087849471,2,320.0,400.0
60.0,20.0,3.0,5.0,0.2,6.536466457564797,3.07200637545732,3.345302389408718,2.855668250702212,0.530020325905288,0.14636468746642925,2,320.0,400.0
60.0,20.0,3.0,5.0,0.5,6.57549625626168,3.15420044323313,3.34912465277806,2.8601449301269164,0.52030990205044,0.14600224636175918,2,320.0,400.0
60.0,20.0,3.0,5.0,1.0,6.7130362381586774,3.431717493444404,3.3627401276015623,2.876076189405755,0.4887980085765645,0.14472243460065262,2,320.0,400.0
60.0,20.0,3.0,5.0,2.0,7.237103951838236,4.368924699476208,3.4166594898417695,2.938937758954888,0.3963158842887016,0.1398212881053024,2,320.0,400.0
60.0,60.0,0.3,0.5,0.2,1.0990571719529687,0.8427246990921495,0.6348390238929265,0.4709704536668802,0.2332294255496549,0.2581261769655874,2,320.0,240.0
60.0,60.0,0.3,0.5,0.5,1.4591400702661357,1.277242340315635,0.7958086174552743,0.672386747033237,0.12466091066728362,0.155089889346384,2,320.0,240.0
60.0,60.0,0.3,0.5,1.0,2.3278655198169655,2.2183814211247395,1.2065564176780899,1.1289689858495011,0.04703196888316579,0.06430485196697128,2,320.0,240.0
60.0,60.0,0.3,0.5,2.0,4.310270341073567,4.252139304441624,2.1784504866387486,2.1364547981893898,0.013486633559384674,0.019277779645180883,2,320.0,240.0
60.0,60.0,0.3,2.0,0.2,3.680344028563496,0.9603524252287308,2.1249366469092448,0.5148996979108984,0.7390590613879178,0.7576870356771208,2,320.0,240.0
60.0,60.0,0.3,2.0,0.5,3.803432035151671,1.3577333530843645,2.17845048663876,0.70385543136889,0.6430241580404048,0.6769008817570586,2,320.0,240.0
60.0,60.0,0.3,2.0,1.0,4.213782550122211,2.265680469919395,2.35968505444281,1.147989329955467,0.46231670880746223,0.5134989189366457,2,320.0,240.0
60.0,60.0,0.3,2.0,2.0,5.560165097773648,4.277006023675913,2.9762361616406072,2.1465664758837772,0.23077715347185043,0.2787647352888443,2,320.0,240.0
60.0,60.0,0.3,5.0,0.2,9.090223483292856,0.9714259499328525,5.2482790216654145,0.5184325122326151,0.8931350860935091,0.9012185689647074,2,320.0,240.0
